TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-03-09 12:26:08,1773059168736,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059168567-acab57470d91,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM',
  page: '/es'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:08,1773059168567,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059168567-acab57470d91,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/[locale],like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,77,iad1,393,2048,,prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,01KK98ZPCD5Z4Q9AWEDJQW5AW6,kbKiNnIEs3IM,1
2026-03-09 12:26:08,1773059168567,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059168567-acab57470d91,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,middleware,src/middleware,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,11,gru1,260,2048,,prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,01KK98ZP9V2CAV7ZTXA5M8PGRT,3p9Z2YM2rkiG,1
2026-03-09 12:26:08,1773059168405,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059168276-617b7d7ba2e6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:08,1773059168417,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059168276-617b7d7ba2e6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"⨯ Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM',
  page: '/es'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:08,1773059168421,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059168276-617b7d7ba2e6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM',
  page: '/es'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:08,1773059168276,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059168276-617b7d7ba2e6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/[locale],like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,50,iad1,378,2048,,prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,01KK98ZP394G18VPN13HZE9HN3,kbKiNnIEs3IM,1
2026-03-09 12:26:08,1773059168276,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059168276-617b7d7ba2e6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,middleware,src/middleware,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,9,gru1,259,2048,,prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,01KK98ZP0RFVCAMQE6CMFNPJZT,3p9Z2YM2rkiG,1
2026-03-09 12:26:08,1773059168081,like-in-house-web-rzck.vercel.app/es,GET,nxtPlocale=es,500,krlwn-1773059167893-7bc2c251692e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:08,1773059168090,like-in-house-web-rzck.vercel.app/es,GET,nxtPlocale=es,500,krlwn-1773059167893-7bc2c251692e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"⨯ Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM',
  page: '/es'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:08,1773059168094,like-in-house-web-rzck.vercel.app/es,GET,nxtPlocale=es,500,krlwn-1773059167893-7bc2c251692e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM',
  page: '/es'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:07,1773059167893,like-in-house-web-rzck.vercel.app/es,GET,nxtPlocale=es,500,krlwn-1773059167893-7bc2c251692e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,middleware,src/middleware,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,10,gru1,259,2048,,prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,01KK98ZNMVDGHTCGE6TB7SQ1S0,3p9Z2YM2rkiG,1
2026-03-09 12:26:07,1773059167893,like-in-house-web-rzck.vercel.app/es,GET,nxtPlocale=es,500,krlwn-1773059167893-7bc2c251692e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/[locale],like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,110,iad1,378,2048,,prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,01KK98ZNQAZT9GYEQ4CJZV1CWD,kbKiNnIEs3IM,1
2026-03-09 12:26:05,1773059165507,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059165349-d4119623d39c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:05,1773059165581,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059165349-d4119623d39c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"⨯ Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM',
  page: '/es'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:05,1773059165581,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059165349-d4119623d39c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM',
  page: '/es'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:05,1773059165349,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059165349-d4119623d39c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/[locale],like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,142,iad1,377,2048,,prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,01KK98ZK7S7PQC1KS8GRK9DXKS,kbKiNnIEs3IM,1
2026-03-09 12:26:05,1773059165349,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059165349-d4119623d39c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,middleware,src/middleware,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,9,gru1,258,2048,,prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,01KK98ZK5AMDR2TE8FKG9XD52P,3p9Z2YM2rkiG,1
2026-03-09 12:26:05,1773059165144,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059164984-f976dc5ef5c3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:05,1773059165193,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059164984-f976dc5ef5c3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"⨯ Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM',
  page: '/es'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:05,1773059165198,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059164984-f976dc5ef5c3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM',
  page: '/es'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:04,1773059164984,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059164984-f976dc5ef5c3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/[locale],like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,110,iad1,347,2048,,prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,01KK98ZJWM3KCYG50KS8595T5D,kbKiNnIEs3IM,1
2026-03-09 12:26:04,1773059164984,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,krlwn-1773059164984-f976dc5ef5c3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,middleware,src/middleware,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,11,gru1,258,2048,,prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,01KK98ZJSVKFGE4RABRD4XH61R,3p9Z2YM2rkiG,1
2026-03-09 12:26:04,1773059164812,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,7nd9m-1773059164520-5184bed583f8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:04,1773059164833,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,7nd9m-1773059164520-5184bed583f8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"⨯ Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM',
  page: '/es'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:04,1773059164837,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,7nd9m-1773059164520-5184bed583f8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/500,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,,,,,"Error: require() of ES Module /var/task/node_modules/@exodus/bytes/encoding-lite.js from /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js not supported.
Instead change the require of encoding-lite.js in /var/task/node_modules/html-encoding-sniffer/lib/html-encoding-sniffer.js to a dynamic import() which is available in all CommonJS modules.
    at <unknown> (../../opt/rust/nodejs.js:2:13531)
    at Module.pn (../../opt/rust/nodejs.js:2:13909)
    at Xe.e.<computed>.Ye._load (../../opt/rust/nodejs.js:2:13501) {
  code: 'ERR_REQUIRE_ESM',
  page: '/es'
}",prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,,,
2026-03-09 12:26:04,1773059164520,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,7nd9m-1773059164520-5184bed583f8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,middleware,src/middleware,like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,16,gru1,258,2048,,prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,01KK98ZJFTW26TWD8QWYSMXFYB,3p9Z2YM2rkiG,1
2026-03-09 12:26:04,1773059164520,like-in-house-web-rzck.vercel.app/_next/data/aaZqkudTDXENTO1jjIX4T/es.json,HEAD,nxtPlocale=es,500,7nd9m-1773059164520-5184bed583f8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/[locale],like-in-house-web-rzck.vercel.app,like-in-house-web-rzck.vercel.app,dpl_FxgiyrKN7K9fQ2VLVu7zJFhgrWwY,68,iad1,323,2048,,prj_dNXcEcgiNu2rz3iBT2Fqdx8SX6eG,,,01KK98ZJJSXNX6EW960QBPRZZM,kbKiNnIEs3IM,1
